TimeStamp;2025-07-07 10-55-28;2025-07-07 10-55-46;2025-07-07 10-56-04;2025-07-07 10-56-22;2025-07-07 10-56-41;2025-07-07 10-56-59;2025-07-07 10-57-18;2025-07-07 10-57-36;2025-07-07 10-57-54;2025-07-07 10-58-12;2025-07-07 10-58-30;2025-07-07 10-58-48;2025-07-07 10-59-06;2025-07-07 10-59-25;2025-07-07 10-59-43;2025-07-07 11-00-01;2025-07-07 11-00-19;2025-07-07 11-00-37;2025-07-07 11-00-55;2025-07-07 11-01-13;2025-07-07 11-01-31;2025-07-07 11-01-50;2025-07-07 11-02-08;2025-07-07 11-02-27;2025-07-07 11-02-45;2025-07-07 11-03-03;2025-07-07 11-03-21;2025-07-07 11-03-39;2025-07-07 11-03-58;2025-07-07 11-04-16;2025-07-07 11-04-35;2025-07-07 11-04-53;2025-07-07 11-05-11;2025-07-07 11-05-29;2025-07-07 11-05-47;2025-07-07 11-06-05;2025-07-07 11-06-24;2025-07-07 11-06-42;2025-07-07 11-07-01;2025-07-07 11-07-19;2025-07-07 11-07-37;2025-07-07 11-07-57;2025-07-07 11-08-16;2025-07-07 11-08-36;2025-07-07 11-08-54;2025-07-07 11-09-13;2025-07-07 11-09-31;2025-07-07 11-09-49;2025-07-07 11-10-07;2025-07-07 11-10-28;2025-07-07 11-10-46;2025-07-07 11-11-04;2025-07-07 11-11-22;2025-07-07 11-11-41;2025-07-07 11-11-59;2025-07-07 11-12-17;2025-07-07 11-12-35;2025-07-07 11-12-53;2025-07-07 11-13-12;2025-07-07 11-13-30;2025-07-07 11-13-48;2025-07-07 11-16-37;2025-07-07 11-16-56;2025-07-07 11-17-14;2025-07-07 11-17-32;2025-07-07 11-17-50;2025-07-07 11-18-08;2025-07-07 11-18-26;2025-07-07 11-18-44;2025-07-07 11-19-03;2025-07-07 11-19-21;2025-07-07 11-19-39;2025-07-07 11-19-57;2025-07-07 11-20-15;2025-07-07 11-20-35;2025-07-07 11-20-54;2025-07-07 11-21-12;2025-07-07 11-21-31;2025-07-07 11-21-49;2025-07-07 11-22-07;2025-07-07 11-22-26;2025-07-07 11-22-44;2025-07-07 11-23-02;2025-07-07 11-23-20;2025-07-07 11-23-38;2025-07-07 11-23-57;2025-07-07 11-24-15;2025-07-07 11-24-34;2025-07-07 11-24-52;2025-07-07 11-25-10;2025-07-07 11-25-45;2025-07-07 11-26-03;2025-07-07 11-26-22;2025-07-07 11-26-40;2025-07-07 11-26-58;2025-07-07 11-27-16;2025-07-07 11-25-28;2025-07-07 11-25-46;2025-07-07 11-26-04;2025-07-07 11-26-23;2025-07-07 11-26-41;2025-07-07 11-26-59;2025-07-07 11-27-17;2025-07-07 11-27-35;2025-07-07 11-27-54;2025-07-07 11-27-34;2025-07-07 11-27-53;2025-07-07 11-28-11;2025-07-07 11-28-29;2025-07-07 11-28-48;2025-07-07 11-29-06;2025-07-07 11-29-24;2025-07-07 11-28-12;2025-07-07 11-28-30;2025-07-07 11-28-49;2025-07-07 11-29-07;2025-07-07 11-29-24;2025-07-07 11-29-43;2025-07-07 11-30-01;2025-07-07 11-30-19;2025-07-07 11-30-37;2025-07-07 11-30-55;2025-07-07 11-31-14;2025-07-07 11-31-32;2025-07-07 11-31-50;2025-07-07 11-32-09;2025-07-07 11-32-27;2025-07-07 11-32-45;2025-07-07 11-33-03;2025-07-07 11-33-23;2025-07-07 11-33-44;2025-07-07 11-34-02;2025-07-07 11-34-20;2025-07-07 11-34-38;2025-07-07 11-34-57;2025-07-07 11-35-15;2025-07-07 11-35-33;2025-07-07 11-35-51;2025-07-07 11-38-21;2025-07-07 11-38-39;2025-07-07 11-38-57;2025-07-07 11-39-15;2025-07-07 11-39-33;2025-07-07 11-39-51;2025-07-07 11-40-10;2025-07-07 11-40-28;2025-07-07 11-40-47;2025-07-07 11-41-05;2025-07-07 11-41-23;2025-07-07 11-41-41;2025-07-07 11-41-59;2025-07-07 11-42-17;2025-07-07 11-42-35;2025-07-07 11-42-53;2025-07-07 11-43-12;2025-07-07 11-43-31;2025-07-07 11-43-49;2025-07-07 11-44-07;2025-07-07 11-44-26;2025-07-07 11-44-44;2025-07-07 11-45-02;2025-07-07 11-45-20;2025-07-07 11-45-39;2025-07-07 11-45-57;2025-07-07 11-46-16;2025-07-07 11-46-34;2025-07-07 11-46-52;2025-07-07 11-47-10;2025-07-07 11-47-29;2025-07-07 11-47-47;2025-07-07 11-48-06;2025-07-07 11-48-24;2025-07-07 11-48-42;2025-07-07 11-49-00;2025-07-07 11-49-18;2025-07-07 11-49-36;2025-07-07 11-49-55;2025-07-07 11-50-13;2025-07-07 11-50-32;2025-07-07 11-50-50;2025-07-07 11-51-09;2025-07-07 11-51-27;2025-07-07 11-51-45;2025-07-07 11-52-03;2025-07-07 11-52-21;2025-07-07 11-52-40;2025-07-07 11-52-59;2025-07-07 11-53-17;2025-07-07 11-53-35;2025-07-07 11-53-53;2025-07-07 11-54-11;2025-07-07 11-54-29;2025-07-07 11-54-48;2025-07-07 11-55-06;2025-07-07 11-55-24;2025-07-07 11-55-42;2025-07-07 11-56-00;2025-07-07 11-56-19;2025-07-07 11-56-37;2025-07-07 11-56-55;2025-07-07 11-57-13;2025-07-07 11-57-31
0.330;1.840000;1.920000;1.880000;1.960000;1.920000;1.960000;1.980000;1.920000;1.840000;1.980000;2.140000;2.000000;2.000000;1.860000;1.920000;1.860000;2.140000;2.100000;2.040000;2.060000;2.100000;2.040000;2.000000;2.100000;1.980000;1.940000;2.000000;2.180000;1.880000;2.080000;2.040000;1.860000;1.960000;1.920000;2.200000;2.040000;1.940000;1.960000;2.220000;2.100000;2.200000;2.340000;2.280000;2.240000;2.200000;2.100000;2.360000;2.380000;2.260000;2.200000;2.180000;2.220000;2.240000;2.200000;2.340000;2.180000;2.160000;2.260000;2.280000;2.260000;2.220000;1.920000;1.820000;1.940000;2.000000;1.940000;2.000000;1.840000;1.940000;1.900000;1.960000;1.860000;2.000000;1.800000;1.860000;2.100000;1.740000;0.003610;1.800000;1.880000;1.940000;1.780000;1.940000;1.920000;1.760000;1.980000;1.960000;1.980000;1.980000;2.040000;0.030800;0.082500;0.078400;0.138900;0.022100;0.115100;1.860000;1.960000;1.880000;1.980000;2.140000;2.000000;2.080000;2.180000;1.840000;0.176800;0.102100;0.049200;0.004600;0.028300;0.066300;;1.960000;1.960000;1.900000;2.180000;2.000000;2.000000;2.200000;2.140000;2.100000;2.120000;2.040000;2.280000;2.300000;2.240000;2.320000;2.220000;2.260000;2.120000;2.140000;2.180000;2.200000;2.400000;2.260000;2.440000;2.240000;2.080000;1.740000;2.140000;1.960000;1.860000;2.060000;1.880000;1.940000;1.800000;1.940000;1.880000;2.060000;1.980000;1.940000;1.840000;2.080000;1.900000;1.920000;1.820000;2.000000;1.980000;1.860000;1.920000;1.900000;1.880000;1.920000;2.040000;1.940000;2.060000;2.140000;1.780000;2.120000;2.040000;1.980000;2.160000;2.200000;1.920000;2.040000;2.120000;2.340000;2.040000;2.140000;2.120000;2.140000;2.180000;2.300000;2.220000;2.080000;2.040000;1.960000;2.060000;2.140000;2.340000;2.180000;2.220000;2.000000;2.140000;2.240000;2.040000;2.300000;2.220000;2.220000;2.160000;2.120000;2.140000
0.340;1.840000;1.920000;2.060000;1.880000;1.880000;1.980000;1.960000;2.000000;1.760000;1.940000;2.080000;1.920000;1.640000;2.060000;2.040000;1.900000;2.160000;1.940000;1.980000;1.760000;1.960000;2.100000;2.140000;1.940000;1.940000;2.060000;1.880000;2.140000;1.900000;2.160000;2.120000;2.040000;1.900000;2.140000;2.100000;1.980000;2.040000;1.900000;2.200000;2.000000;2.200000;2.200000;2.280000;2.220000;2.180000;1.920000;2.180000;2.240000;2.240000;2.220000;2.320000;2.320000;2.380000;2.200000;2.440000;2.360000;2.160000;2.360000;2.220000;2.160000;2.260000;1.860000;1.860000;1.940000;1.800000;1.680000;1.880000;1.720000;1.700000;2.060000;1.980000;1.760000;1.920000;1.780000;1.960000;1.860000;1.740000;2.060000;1.960000;2.040000;2.180000;1.880000;2.060000;1.900000;1.860000;1.940000;2.100000;1.900000;1.980000;1.920000;0.098400;0.163100;0.034200;0.087100;0.022100;0.173100;1.860000;2.040000;1.800000;2.120000;2.260000;2.120000;2.160000;2.180000;2.040000;0.106300;0.144700;0.021600;0.041700;0.049200;0.083000;;1.960000;1.960000;1.940000;2.200000;1.980000;1.980000;2.160000;2.180000;1.860000;1.920000;1.980000;2.100000;2.460000;2.180000;2.300000;2.240000;2.000000;1.900000;2.160000;2.120000;2.140000;2.560000;2.340000;2.480000;2.180000;2.100000;1.760000;1.960000;1.980000;1.860000;1.880000;1.680000;1.680000;1.880000;1.800000;1.920000;2.140000;1.940000;1.960000;1.960000;2.120000;1.860000;2.000000;1.980000;1.980000;2.080000;2.120000;1.920000;1.760000;1.920000;1.880000;1.940000;2.060000;2.080000;1.940000;1.880000;1.900000;1.760000;1.980000;2.200000;1.980000;1.920000;2.160000;2.120000;2.200000;1.960000;2.200000;2.120000;2.140000;2.140000;2.060000;2.300000;2.080000;2.060000;2.000000;2.120000;2.140000;2.340000;2.100000;2.200000;2.100000;1.960000;2.140000;2.220000;2.340000;2.180000;2.260000;2.420000;2.000000;2.160000
0.350;1.900000;1.880000;1.700000;2.100000;1.940000;1.820000;1.960000;2.000000;1.720000;1.760000;2.060000;1.780000;1.540000;1.900000;1.980000;1.720000;2.080000;1.760000;1.700000;1.760000;2.060000;2.060000;1.920000;2.060000;1.900000;1.860000;1.920000;1.920000;1.840000;1.980000;2.200000;2.060000;1.900000;1.900000;1.860000;1.800000;2.100000;1.980000;2.220000;1.980000;1.980000;1.980000;2.120000;2.000000;2.060000;1.980000;2.100000;2.260000;2.060000;1.980000;2.320000;2.140000;2.180000;2.360000;2.380000;2.280000;2.200000;2.280000;1.980000;2.140000;2.240000;1.740000;1.840000;1.800000;1.820000;1.640000;1.880000;1.720000;1.480000;1.960000;1.840000;1.680000;1.760000;1.640000;1.960000;1.700000;1.620000;1.920000;1.960000;2.080000;1.920000;1.820000;1.960000;1.860000;1.920000;1.900000;2.120000;1.720000;1.880000;1.820000;0.165600;0.163100;0.034200;0.052500;0.085900;0.153900;2.000000;2.060000;1.660000;2.100000;2.260000;2.040000;1.980000;2.000000;1.880000;0.038300;0.095900;0.000800;0.041700;0.049200;0.006200;;1.800000;1.860000;2.040000;1.980000;2.100000;1.860000;2.160000;1.980000;1.820000;1.820000;1.960000;2.000000;2.220000;2.340000;2.080000;2.240000;2.060000;1.900000;2.160000;2.220000;2.100000;2.300000;2.140000;2.340000;2.100000;2.100000;1.680000;1.900000;1.900000;1.840000;1.680000;1.560000;1.680000;1.800000;1.760000;1.940000;2.100000;1.720000;1.760000;1.960000;2.000000;1.840000;1.920000;1.920000;1.960000;1.940000;1.880000;1.920000;1.760000;1.740000;2.000000;1.820000;1.980000;1.980000;1.740000;1.780000;1.920000;1.680000;1.900000;1.980000;1.780000;2.040000;1.840000;2.140000;1.960000;1.680000;2.200000;2.080000;2.140000;2.040000;2.060000;2.140000;2.000000;2.140000;1.980000;2.120000;2.200000;2.340000;2.100000;2.100000;2.060000;1.960000;2.120000;2.100000;2.300000;2.100000;2.260000;2.420000;1.980000;2.220000
0.360;1.640000;1.920000;1.640000;1.900000;1.680000;1.760000;1.860000;1.720000;1.540000;1.520000;2.060000;1.600000;1.540000;1.780000;1.800000;1.560000;1.960000;1.700000;1.700000;1.680000;1.740000;1.820000;1.820000;2.060000;1.620000;1.660000;1.920000;1.920000;1.840000;1.900000;2.060000;2.060000;1.840000;1.900000;1.800000;1.820000;1.800000;1.980000;1.960000;1.980000;1.880000;1.880000;2.040000;2.000000;1.700000;1.840000;2.140000;2.140000;2.060000;1.920000;2.120000;2.160000;2.140000;2.180000;2.120000;2.300000;2.300000;1.980000;1.700000;1.900000;1.880000;1.780000;1.840000;1.660000;1.720000;1.660000;1.900000;1.580000;1.480000;1.780000;1.620000;1.600000;1.560000;1.540000;1.960000;1.560000;1.600000;1.900000;1.820000;1.840000;1.840000;1.660000;1.860000;1.700000;1.680000;1.760000;1.960000;1.640000;1.920000;1.840000;0.135100;0.158900;0.053800;0.052500;0.087100;0.106300;1.880000;1.820000;1.660000;2.040000;1.960000;2.040000;1.800000;1.940000;1.780000;0.038300;0.200600;0.055900;0.042900;0.153500;0.006200;;1.800000;1.620000;1.900000;1.900000;1.880000;1.700000;1.920000;1.900000;1.780000;1.820000;1.920000;2.000000;2.240000;2.300000;1.960000;1.940000;1.960000;1.820000;2.160000;2.220000;1.860000;2.220000;2.160000;2.140000;1.980000;1.860000;1.580000;1.800000;1.700000;1.780000;1.680000;1.660000;1.660000;1.680000;1.760000;1.820000;1.860000;1.720000;1.780000;1.640000;1.800000;1.520000;1.980000;1.800000;1.840000;1.780000;1.800000;1.820000;1.720000;1.700000;1.820000;1.820000;1.840000;1.760000;1.740000;1.620000;1.840000;1.480000;1.780000;1.780000;1.720000;1.920000;1.740000;1.800000;1.800000;1.820000;2.180000;1.900000;2.120000;2.040000;1.880000;1.920000;1.900000;2.080000;1.900000;2.100000;2.200000;2.160000;1.880000;1.940000;2.060000;1.920000;2.060000;1.900000;2.260000;2.040000;2.060000;2.200000;1.860000;1.920000
0.370;1.500000;1.920000;1.600000;1.660000;1.520000;1.760000;1.680000;1.760000;1.540000;1.520000;1.820000;1.660000;1.520000;1.720000;1.880000;1.560000;1.620000;1.640000;1.560000;1.560000;1.620000;1.680000;1.760000;1.800000;1.660000;1.580000;1.760000;1.860000;1.620000;1.940000;1.960000;1.840000;1.800000;1.740000;1.700000;1.660000;1.740000;1.860000;1.980000;1.820000;1.880000;1.820000;2.080000;2.100000;1.640000;1.840000;1.900000;1.900000;1.840000;1.920000;2.040000;1.920000;1.940000;2.140000;2.080000;2.120000;2.220000;1.920000;1.840000;1.900000;1.840000;1.560000;1.600000;1.560000;1.440000;1.440000;1.680000;1.480000;1.480000;1.800000;1.620000;1.600000;1.560000;1.520000;1.680000;1.460000;1.600000;1.900000;1.740000;1.740000;1.680000;1.520000;1.680000;1.560000;1.640000;1.760000;1.720000;1.620000;1.740000;1.640000;0.135100;0.106700;0.053300;0.032900;0.093400;0.1096;1.720000;1.620000;1.480000;1.940000;1.760000;1.940000;1.800000;1.880000;1.680000;0.047100;0.115500;0.055900;0.032500;0.153500;0.013300;;1.720000;1.620000;1.920000;1.780000;1.880000;1.700000;1.720000;1.720000;1.620000;1.660000;1.840000;2.060000;2.240000;2.160000;1.960000;1.860000;1.780000;1.780000;2.160000;2.180000;1.880000;2.080000;2.100000;2.060000;1.980000;1.820000;1.580000;1.640000;1.600000;1.640000;1.700000;1.660000;1.600000;1.540000;1.600000;1.680000;1.720000;1.600000;1.680000;1.540000;1.720000;1.460000;1.940000;1.840000;1.780000;1.820000;1.800000;1.720000;1.640000;1.560000;1.720000;1.860000;1.840000;1.560000;1.780000;1.580000;1.680000;1.480000;1.760000;1.720000;1.720000;1.900000;1.760000;1.880000;1.760000;1.820000;2.060000;1.840000;2.080000;1.780000;1.780000;1.920000;1.740000;1.840000;1.820000;1.960000;1.920000;2.080000;1.740000;1.820000;1.920000;1.960000;2.040000;1.900000;2.260000;1.980000;1.980000;1.960000;1.860000;1.780000
0.380;1.440000;1.620000;1.600000;1.700000;1.500000;1.700000;1.620000;1.660000;1.600000;1.520000;1.760000;1.640000;1.360000;1.580000;1.740000;1.580000;1.680000;1.660000;1.600000;1.500000;1.480000;1.660000;1.620000;1.640000;1.660000;1.500000;1.740000;1.640000;1.580000;1.720000;1.820000;1.760000;1.700000;1.780000;1.700000;1.560000;1.600000;1.840000;1.960000;1.760000;1.840000;1.720000;1.740000;1.880000;1.680000;1.860000;1.940000;1.920000;1.800000;1.920000;1.840000;1.840000;1.960000;2.000000;2.080000;1.960000;1.960000;1.920000;1.720000;1.780000;1.680000;1.560000;1.500000;1.480000;1.440000;1.440000;1.520000;1.360000;1.380000;1.660000;1.640000;1.560000;1.580000;1.480000;1.560000;1.440000;1.440000;1.740000;1.680000;1.680000;1.540000;1.500000;1.680000;1.560000;1.460000;1.740000;1.640000;1.540000;1.680000;1.540000;0.180600;0.084200;0.027900;0.037900;0.159300;;1.520000;1.620000;1.560000;1.780000;1.840000;1.740000;1.800000;1.880000;1.680000;0.008300;0.115500;0.103800;0.073400;0.178500;0.013300;;1.580000;1.460000;1.900000;1.780000;1.820000;1.720000;1.720000;1.740000;1.560000;1.620000;1.820000;1.940000;2.040000;1.880000;2.000000;1.820000;1.780000;1.700000;2.060000;1.960000;1.880000;2.080000;1.900000;2.040000;1.860000;1.660000;1.540000;1.660000;1.520000;1.560000;1.760000;1.600000;1.600000;1.540000;1.540000;1.560000;1.700000;1.580000;1.640000;1.500000;1.720000;1.420000;1.660000;1.740000;1.620000;1.820000;1.660000;1.700000;1.620000;1.440000;1.720000;1.700000;1.580000;1.580000;1.700000;1.500000;1.560000;1.540000;1.740000;1.800000;1.680000;1.720000;1.760000;1.860000;1.760000;1.840000;1.900000;1.840000;1.900000;1.800000;1.720000;1.920000;1.700000;1.780000;1.880000;1.900000;1.900000;1.760000;1.720000;1.720000;1.880000;1.760000;1.980000;1.840000;1.960000;1.880000;1.920000;1.860000;1.860000;1.780000
0.390;1.440000;1.640000;1.460000;1.600000;1.420000;1.680000;1.600000;1.600000;1.580000;1.500000;1.540000;1.580000;1.440000;1.580000;1.660000;1.580000;1.640000;1.560000;1.620000;1.480000;1.640000;1.660000;1.680000;1.580000;1.620000;1.640000;1.740000;1.660000;1.480000;1.860000;1.820000;1.700000;1.600000;1.720000;1.760000;1.540000;1.580000;1.720000;1.960000;1.700000;1.720000;1.780000;1.740000;1.700000;1.660000;1.900000;1.900000;1.720000;1.820000;1.740000;1.860000;1.940000;1.840000;1.960000;1.960000;1.940000;1.880000;1.820000;1.760000;1.780000;1.760000;1.480000;1.440000;1.540000;1.500000;1.440000;1.380000;1.320000;1.360000;1.560000;1.640000;1.560000;1.520000;1.400000;1.600000;1.600000;1.420000;1.600000;1.540000;1.680000;1.540000;1.500000;1.600000;1.580000;1.460000;1.680000;1.580000;1.540000;1.600000;1.620000;0.138000;0.040400;0.027900;0.016600;0.075000;;1.460000;1.600000;1.440000;1.780000;1.760000;1.720000;1.660000;1.700000;1.600000;0.000400;0.060900;0.103800;0.052500;0.129700;0.037900;;1.540000;1.420000;1.700000;1.800000;1.800000;1.640000;1.660000;1.740000;1.580000;1.600000;1.880000;1.920000;2.040000;1.780000;1.880000;1.720000;1.780000;1.660000;1.880000;1.960000;1.880000;2.120000;1.920000;1.940000;1.720000;1.680000;1.460000;1.720000;1.500000;1.560000;1.720000;1.500000;1.540000;1.540000;1.600000;1.540000;1.700000;1.560000;1.620000;1.460000;1.740000;1.420000;1.700000;1.760000;1.580000;1.720000;1.640000;1.840000;1.600000;1.460000;1.640000;1.680000;1.680000;1.580000;1.680000;1.480000;1.500000;1.500000;1.840000;1.800000;1.620000;1.720000;1.600000;1.880000;1.720000;1.620000;1.780000;1.840000;1.840000;1.820000;1.820000;1.840000;1.640000;1.740000;1.880000;1.940000;1.960000;1.900000;1.820000;1.860000;1.760000;1.680000;1.980000;1.920000;2.100000;1.900000;1.860000;1.800000;1.840000;1.840000
0.400;1.360000;1.520000;1.380000;1.520000;1.380000;1.680000;1.600000;1.520000;1.420000;1.500000;1.620000;1.600000;1.420000;1.700000;1.680000;1.500000;1.600000;1.620000;1.640000;1.540000;1.580000;1.640000;1.760000;1.540000;1.660000;1.440000;1.620000;1.640000;1.460000;1.760000;1.800000;1.680000;1.560000;1.600000;1.760000;1.440000;1.520000;1.780000;1.840000;1.660000;1.740000;1.780000;1.780000;1.660000;1.580000;1.860000;1.900000;1.680000;1.720000;1.840000;1.840000;1.800000;1.760000;1.920000;2.080000;1.860000;1.780000;1.820000;1.760000;1.820000;1.760000;1.400000;1.440000;1.600000;1.620000;1.440000;1.440000;1.380000;1.360000;1.640000;1.620000;1.420000;1.500000;1.400000;1.480000;1.520000;1.380000;1.700000;1.620000;1.680000;1.580000;1.440000;1.580000;1.540000;1.420000;1.640000;1.580000;1.600000;1.660000;1.540000;0.084200;0.020400;0.138400;0.059200;0.075000;;1.460000;1.640000;1.460000;1.780000;1.760000;1.780000;1.700000;1.720000;1.660000;0.000400;0.018700;0.120500;0.110900;0.043300;0.114700;;1.600000;1.420000;1.680000;1.840000;1.760000;1.700000;1.740000;1.740000;1.540000;1.600000;1.880000;1.900000;2.040000;1.900000;1.760000;1.660000;1.760000;1.720000;1.860000;2.000000;1.960000;2.100000;1.860000;1.880000;1.800000;1.780000;1.500000;1.600000;1.500000;1.560000;1.600000;1.520000;1.540000;1.380000;1.580000;1.520000;1.720000;1.600000;1.600000;1.420000;1.760000;1.580000;1.740000;1.600000;1.720000;1.600000;1.620000;1.760000;1.640000;1.420000;1.620000;1.680000;1.620000;1.700000;1.640000;1.540000;1.500000;1.520000;1.740000;1.740000;1.680000;1.600000;1.740000;1.780000;1.840000;1.740000;1.800000;1.740000;1.760000;1.780000;1.760000;1.840000;1.640000;1.600000;1.860000;1.780000;1.780000;1.920000;1.820000;1.820000;1.800000;1.700000;1.940000;1.880000;2.060000;1.880000;1.900000;1.860000;1.800000;1.740000
0.410;1.360000;1.560000;1.420000;1.380000;1.460000;1.680000;1.560000;1.520000;1.380000;1.420000;1.560000;1.600000;1.460000;1.700000;1.700000;1.520000;1.600000;1.600000;1.640000;1.520000;1.600000;1.600000;1.660000;1.540000;1.660000;1.580000;1.480000;1.580000;1.380000;1.760000;1.760000;1.620000;1.620000;1.640000;1.760000;1.440000;1.620000;1.780000;1.840000;1.700000;1.680000;1.680000;1.680000;1.700000;1.720000;1.820000;1.900000;1.800000;1.700000;1.820000;1.840000;1.720000;1.680000;1.940000;2.060000;1.960000;1.840000;1.820000;1.760000;1.840000;1.680000;1.420000;1.460000;1.480000;1.520000;1.440000;1.420000;1.340000;1.460000;1.660000;1.580000;1.420000;1.580000;1.400000;1.420000;1.600000;1.360000;1.660000;1.480000;1.660000;1.660000;1.420000;1.640000;1.540000;1.440000;1.640000;1.580000;1.560000;1.620000;1.460000;0.000400;0.020400;0.138400;0.052500;0.069200;;1.540000;1.560000;1.440000;1.780000;1.820000;1.760000;1.740000;1.700000;1.700000;0.108400;0.005800;0.120500;0.110900;0.043300;0.142600;;1.520000;1.500000;1.640000;1.740000;1.720000;1.620000;1.740000;1.660000;1.520000;1.560000;1.780000;2.060000;2.040000;1.900000;1.800000;1.720000;1.660000;1.680000;1.940000;1.940000;1.920000;1.940000;1.860000;2.000000;1.720000;1.620000;1.500000;1.620000;1.480000;1.500000;1.560000;1.480000;1.540000;1.420000;1.560000;1.580000;1.820000;1.560000;1.580000;1.480000;1.800000;1.580000;1.640000;1.580000;1.720000;1.620000;1.500000;1.680000;1.560000;1.420000;1.620000;1.560000;1.560000;1.560000;1.600000;1.580000;1.480000;1.580000;1.800000;1.720000;1.720000;1.700000;1.620000;1.780000;1.860000;1.580000;1.840000;1.800000;1.740000;1.840000;1.820000;1.820000;1.740000;1.600000;1.860000;1.780000;1.780000;1.920000;1.660000;1.700000;1.760000;1.620000;2.080000;1.860000;1.940000;1.880000;1.880000;1.940000;1.740000;1.760000
0.420;1.360000;1.500000;1.420000;1.380000;1.460000;1.600000;1.560000;1.480000;1.440000;1.520000;1.580000;1.520000;1.380000;1.680000;1.560000;1.540000;1.680000;1.600000;1.680000;1.520000;1.560000;1.700000;1.680000;1.580000;1.680000;1.560000;1.520000;1.500000;1.480000;1.800000;1.780000;1.620000;1.640000;1.640000;1.800000;1.560000;1.520000;1.700000;1.840000;1.700000;1.640000;1.700000;1.600000;1.680000;1.720000;1.940000;1.860000;1.860000;1.700000;1.760000;1.860000;1.840000;1.800000;1.860000;2.080000;1.960000;1.840000;1.820000;1.800000;1.800000;1.660000;1.420000;1.500000;1.460000;1.440000;1.340000;1.480000;1.380000;1.500000;1.620000;1.720000;1.460000;1.600000;1.400000;1.440000;1.600000;1.300000;1.680000;1.520000;1.640000;1.720000;1.440000;1.620000;1.500000;1.380000;1.680000;1.620000;1.580000;1.480000;1.680000;0.004100;0.076700;0.168900;0.052500;0.023300;;1.500000;1.520000;1.480000;1.720000;1.760000;1.740000;1.740000;1.600000;1.560000;0.108400;0.026200;0.066700;0.110100;0.007000;0.142600;;1.520000;1.500000;1.700000;1.720000;1.740000;1.680000;1.620000;1.680000;1.520000;1.440000;1.760000;1.860000;1.840000;1.840000;1.780000;1.660000;1.720000;1.660000;1.840000;1.860000;1.860000;2.100000;1.800000;2.000000;1.700000;1.660000;1.500000;1.660000;1.500000;1.560000;1.540000;1.380000;1.600000;1.340000;1.560000;1.600000;1.700000;1.560000;1.580000;1.380000;1.760000;1.480000;1.760000;1.580000;1.660000;1.660000;1.540000;1.800000;1.560000;1.420000;1.620000;1.540000;1.620000;1.760000;1.600000;1.460000;1.420000;1.620000;1.780000;1.740000;1.680000;1.640000;1.720000;1.900000;1.680000;1.600000;1.860000;1.800000;1.780000;1.860000;1.820000;1.780000;1.600000;1.680000;1.780000;1.800000;1.780000;2.140000;1.740000;1.820000;1.760000;1.540000;1.860000;1.880000;1.840000;1.800000;1.840000;1.860000;1.740000;1.800000
0.430;1.340000;1.460000;1.400000;1.400000;1.420000;1.700000;1.480000;1.500000;1.460000;1.500000;1.620000;1.620000;1.420000;1.720000;1.560000;1.600000;1.660000;1.580000;1.620000;1.560000;1.640000;1.700000;1.680000;1.620000;1.700000;1.620000;1.600000;1.460000;1.440000;1.860000;1.780000;1.640000;1.620000;1.520000;1.840000;1.520000;1.600000;1.720000;1.820000;1.740000;1.640000;1.800000;1.680000;1.700000;1.580000;1.820000;1.880000;1.800000;1.720000;1.860000;1.780000;1.840000;1.800000;1.940000;2.140000;1.980000;1.860000;1.760000;1.960000;1.820000;1.740000;1.600000;1.500000;1.560000;1.520000;1.400000;1.400000;1.380000;1.440000;1.700000;1.620000;1.420000;1.600000;1.360000;1.560000;1.520000;1.320000;1.580000;1.540000;1.660000;1.660000;1.440000;1.580000;1.540000;1.360000;1.660000;1.700000;1.580000;1.680000;1.620000;0.004100;0.029600;0.132600;0.122600;0.000400;;1.540000;1.520000;1.440000;1.760000;1.700000;1.660000;1.720000;1.580000;1.680000;0.191400;0.037500;0.066700;0.070000;0.007000;0.173900;;1.560000;1.480000;1.820000;1.740000;1.680000;1.580000;1.620000;1.580000;1.500000;1.480000;1.820000;1.900000;1.860000;1.820000;1.740000;1.640000;1.720000;1.640000;1.940000;1.880000;1.920000;2.060000;1.960000;1.840000;1.680000;1.640000;1.580000;1.660000;1.520000;1.500000;1.700000;1.420000;1.480000;1.340000;1.600000;1.520000;1.680000;1.640000;1.580000;1.420000;1.800000;1.460000;1.760000;1.680000;1.640000;1.680000;1.660000;1.780000;1.460000;1.420000;1.660000;1.520000;1.720000;1.760000;1.740000;1.460000;1.420000;1.620000;1.820000;1.980000;1.640000;1.520000;1.700000;1.960000;1.680000;1.560000;1.860000;1.760000;1.740000;1.720000;1.720000;1.760000;1.600000;1.680000;1.820000;1.760000;1.760000;1.920000;1.820000;1.820000;1.700000;1.560000;1.820000;1.880000;1.920000;1.780000;1.840000;1.880000;1.740000;1.660000
